True	[[-1, 0,-1, 0,-1, 0,-1, 0], [ 0,-1, 0,-1, 0,-1, 0,-1], [-1, 0,-1, 0, 0, 0,-1, 0], [ 0, 0, 0,-1, 0, 0, 0, 0], [ 0, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, 1, 0, 1, 0, 1], [ 1, 0, 1, 0, 1, 0, 1, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	((2, 4), (3, 3))	[[-1, 0,-1, 0,-1, 0,-1, 0], [ 0,-1, 0,-1, 0,-1, 0,-1], [-1, 0,-1, 0,-1, 0,-1, 0], [ 0, 0, 0, 0, 0, 0, 0, 0], [ 0, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, 1, 0, 1, 0, 1], [ 1, 0, 1, 0, 1, 0, 1, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	0
False	[[-1, 0,-1, 0,-1, 0,-1, 0], [ 0,-1, 0,-1, 0,-1, 0,-1], [-1, 0,-1, 0, 0, 0,-1, 0], [ 0, 0, 0,-1, 0, 0, 0, 0], [ 0, 0, 0, 0, 0, 0, 1, 0], [ 0, 1, 0, 1, 0, 1, 0, 0], [ 1, 0, 1, 0, 1, 0, 1, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	((5, 7), (4, 6))	[[-1, 0,-1, 0,-1, 0,-1, 0], [ 0,-1, 0,-1, 0,-1, 0,-1], [-1, 0,-1, 0, 0, 0,-1, 0], [ 0, 0, 0,-1, 0, 0, 0, 0], [ 0, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, 1, 0, 1, 0, 1], [ 1, 0, 1, 0, 1, 0, 1, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	0
True	[[-1, 0,-1, 0,-1, 0,-1, 0], [ 0,-1, 0,-1, 0,-1, 0,-1], [-1, 0,-1, 0, 0, 0, 0, 0], [ 0, 0, 0,-1, 0, 0, 0,-1], [ 0, 0, 0, 0, 0, 0, 1, 0], [ 0, 1, 0, 1, 0, 1, 0, 0], [ 1, 0, 1, 0, 1, 0, 1, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	((2, 6), (3, 7))	[[-1, 0,-1, 0,-1, 0,-1, 0], [ 0,-1, 0,-1, 0,-1, 0,-1], [-1, 0,-1, 0, 0, 0,-1, 0], [ 0, 0, 0,-1, 0, 0, 0, 0], [ 0, 0, 0, 0, 0, 0, 1, 0], [ 0, 1, 0, 1, 0, 1, 0, 0], [ 1, 0, 1, 0, 1, 0, 1, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	0
False	[[-1, 0,-1, 0,-1, 0,-1, 0], [ 0,-1, 0,-1, 0,-1, 0,-1], [-1, 0,-1, 0, 0, 0, 0, 0], [ 0, 0, 0,-1, 0, 0, 0,-1], [ 1, 0, 0, 0, 0, 0, 1, 0], [ 0, 0, 0, 1, 0, 1, 0, 0], [ 1, 0, 1, 0, 1, 0, 1, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	((5, 1), (4, 0))	[[-1, 0,-1, 0,-1, 0,-1, 0], [ 0,-1, 0,-1, 0,-1, 0,-1], [-1, 0,-1, 0, 0, 0, 0, 0], [ 0, 0, 0,-1, 0, 0, 0,-1], [ 0, 0, 0, 0, 0, 0, 1, 0], [ 0, 1, 0, 1, 0, 1, 0, 0], [ 1, 0, 1, 0, 1, 0, 1, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	0
True	[[-1, 0,-1, 0,-1, 0,-1, 0], [ 0,-1, 0, 0, 0,-1, 0,-1], [-1, 0,-1, 0,-1, 0, 0, 0], [ 0, 0, 0,-1, 0, 0, 0,-1], [ 1, 0, 0, 0, 0, 0, 1, 0], [ 0, 0, 0, 1, 0, 1, 0, 0], [ 1, 0, 1, 0, 1, 0, 1, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	((1, 3), (2, 4))	[[-1, 0,-1, 0,-1, 0,-1, 0], [ 0,-1, 0,-1, 0,-1, 0,-1], [-1, 0,-1, 0, 0, 0, 0, 0], [ 0, 0, 0,-1, 0, 0, 0,-1], [ 1, 0, 0, 0, 0, 0, 1, 0], [ 0, 0, 0, 1, 0, 1, 0, 0], [ 1, 0, 1, 0, 1, 0, 1, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	0
False	[[-1, 0,-1, 0,-1, 0,-1, 0], [ 0,-1, 0, 0, 0,-1, 0,-1], [-1, 0,-1, 0,-1, 0, 0, 0], [ 0, 1, 0,-1, 0, 0, 0,-1], [ 0, 0, 0, 0, 0, 0, 1, 0], [ 0, 0, 0, 1, 0, 1, 0, 0], [ 1, 0, 1, 0, 1, 0, 1, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	((4, 0), (3, 1))	[[-1, 0,-1, 0,-1, 0,-1, 0], [ 0,-1, 0, 0, 0,-1, 0,-1], [-1, 0,-1, 0,-1, 0, 0, 0], [ 0, 0, 0,-1, 0, 0, 0,-1], [ 1, 0, 0, 0, 0, 0, 1, 0], [ 0, 0, 0, 1, 0, 1, 0, 0], [ 1, 0, 1, 0, 1, 0, 1, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	0
True	[[-1, 0,-1, 0,-1, 0,-1, 0], [ 0,-1, 0, 0, 0,-1, 0,-1], [-1, 0, 0, 0,-1, 0, 0, 0], [ 0, 0, 0,-1, 0, 0, 0,-1], [-1, 0, 0, 0, 0, 0, 1, 0], [ 0, 0, 0, 1, 0, 1, 0, 0], [ 1, 0, 1, 0, 1, 0, 1, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	((2, 2), (4, 0))	[[-1, 0,-1, 0,-1, 0,-1, 0], [ 0,-1, 0, 0, 0,-1, 0,-1], [-1, 0,-1, 0,-1, 0, 0, 0], [ 0, 1, 0,-1, 0, 0, 0,-1], [ 0, 0, 0, 0, 0, 0, 1, 0], [ 0, 0, 0, 1, 0, 1, 0, 0], [ 1, 0, 1, 0, 1, 0, 1, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	-1
False	[[-1, 0,-1, 0,-1, 0,-1, 0], [ 0,-1, 0, 0, 0,-1, 0,-1], [-1, 0, 0, 0,-1, 0, 0, 0], [ 0, 0, 0,-1, 0, 0, 0,-1], [-1, 0, 1, 0, 0, 0, 1, 0], [ 0, 0, 0, 0, 0, 1, 0, 0], [ 1, 0, 1, 0, 1, 0, 1, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	((5, 3), (4, 2))	[[-1, 0,-1, 0,-1, 0,-1, 0], [ 0,-1, 0, 0, 0,-1, 0,-1], [-1, 0, 0, 0,-1, 0, 0, 0], [ 0, 0, 0,-1, 0, 0, 0,-1], [-1, 0, 0, 0, 0, 0, 1, 0], [ 0, 0, 0, 1, 0, 1, 0, 0], [ 1, 0, 1, 0, 1, 0, 1, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	0
True	[[-1, 0,-1, 0,-1, 0,-1, 0], [ 0,-1, 0, 0, 0,-1, 0,-1], [-1, 0, 0, 0,-1, 0, 0, 0], [ 0, 0, 0, 0, 0, 0, 0,-1], [-1, 0, 0, 0, 0, 0, 1, 0], [ 0,-1, 0, 0, 0, 1, 0, 0], [ 1, 0, 1, 0, 1, 0, 1, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	((3, 3), (5, 1))	[[-1, 0,-1, 0,-1, 0,-1, 0], [ 0,-1, 0, 0, 0,-1, 0,-1], [-1, 0, 0, 0,-1, 0, 0, 0], [ 0, 0, 0,-1, 0, 0, 0,-1], [-1, 0, 1, 0, 0, 0, 1, 0], [ 0, 0, 0, 0, 0, 1, 0, 0], [ 1, 0, 1, 0, 1, 0, 1, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	-1
False	[[-1, 0,-1, 0,-1, 0,-1, 0], [ 0,-1, 0, 0, 0,-1, 0,-1], [-1, 0, 0, 0,-1, 0, 0, 0], [ 0, 0, 0, 0, 0, 0, 0,-1], [-1, 0, 1, 0, 0, 0, 1, 0], [ 0, 0, 0, 0, 0, 1, 0, 0], [ 0, 0, 1, 0, 1, 0, 1, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	((6, 0), (4, 2))	[[-1, 0,-1, 0,-1, 0,-1, 0], [ 0,-1, 0, 0, 0,-1, 0,-1], [-1, 0, 0, 0,-1, 0, 0, 0], [ 0, 0, 0, 0, 0, 0, 0,-1], [-1, 0, 0, 0, 0, 0, 1, 0], [ 0,-1, 0, 0, 0, 1, 0, 0], [ 1, 0, 1, 0, 1, 0, 1, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	1
True	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0,-1, 0,-1, 0,-1], [-1, 0, 0, 0,-1, 0, 0, 0], [ 0, 0, 0, 0, 0, 0, 0,-1], [-1, 0, 1, 0, 0, 0, 1, 0], [ 0, 0, 0, 0, 0, 1, 0, 0], [ 0, 0, 1, 0, 1, 0, 1, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	((0, 4), (1, 3))	[[-1, 0,-1, 0,-1, 0,-1, 0], [ 0,-1, 0, 0, 0,-1, 0,-1], [-1, 0, 0, 0,-1, 0, 0, 0], [ 0, 0, 0, 0, 0, 0, 0,-1], [-1, 0, 1, 0, 0, 0, 1, 0], [ 0, 0, 0, 0, 0, 1, 0, 0], [ 0, 0, 1, 0, 1, 0, 1, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	0
False	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0,-1, 0,-1, 0,-1], [-1, 0, 0, 0,-1, 0, 0, 0], [ 0, 0, 0, 0, 0, 0, 0,-1], [-1, 0, 1, 0, 0, 0, 1, 0], [ 0, 0, 0, 0, 0, 1, 0, 1], [ 0, 0, 1, 0, 1, 0, 0, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	((6, 6), (5, 7))	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0,-1, 0,-1, 0,-1], [-1, 0, 0, 0,-1, 0, 0, 0], [ 0, 0, 0, 0, 0, 0, 0,-1], [-1, 0, 1, 0, 0, 0, 1, 0], [ 0, 0, 0, 0, 0, 1, 0, 0], [ 0, 0, 1, 0, 1, 0, 1, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	0
True	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0,-1, 0,-1, 0, 0], [-1, 0, 0, 0,-1, 0,-1, 0], [ 0, 0, 0, 0, 0, 0, 0,-1], [-1, 0, 1, 0, 0, 0, 1, 0], [ 0, 0, 0, 0, 0, 1, 0, 1], [ 0, 0, 1, 0, 1, 0, 0, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	((1, 7), (2, 6))	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0,-1, 0,-1, 0,-1], [-1, 0, 0, 0,-1, 0, 0, 0], [ 0, 0, 0, 0, 0, 0, 0,-1], [-1, 0, 1, 0, 0, 0, 1, 0], [ 0, 0, 0, 0, 0, 1, 0, 1], [ 0, 0, 1, 0, 1, 0, 0, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	0
False	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0,-1, 0,-1, 0, 0], [-1, 0, 0, 0,-1, 0,-1, 0], [ 0, 0, 0, 0, 0, 0, 0,-1], [-1, 0, 1, 0, 0, 0, 1, 0], [ 0, 1, 0, 0, 0, 1, 0, 1], [ 0, 0, 0, 0, 1, 0, 0, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	((6, 2), (5, 1))	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0,-1, 0,-1, 0, 0], [-1, 0, 0, 0,-1, 0,-1, 0], [ 0, 0, 0, 0, 0, 0, 0,-1], [-1, 0, 1, 0, 0, 0, 1, 0], [ 0, 0, 0, 0, 0, 1, 0, 1], [ 0, 0, 1, 0, 1, 0, 0, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	0
True	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0,-1, 0,-1, 0, 0], [-1, 0, 0, 0,-1, 0,-1, 0], [ 0, 0, 0, 0, 0, 0, 0,-1], [ 0, 0, 1, 0, 0, 0, 1, 0], [ 0, 0, 0, 0, 0, 1, 0, 1], [ 0, 0,-1, 0, 1, 0, 0, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	((4, 0), (6, 2))	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0,-1, 0,-1, 0, 0], [-1, 0, 0, 0,-1, 0,-1, 0], [ 0, 0, 0, 0, 0, 0, 0,-1], [-1, 0, 1, 0, 0, 0, 1, 0], [ 0, 1, 0, 0, 0, 1, 0, 1], [ 0, 0, 0, 0, 1, 0, 0, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	-1
False	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0,-1, 0,-1, 0, 0], [-1, 0, 0, 0,-1, 0,-1, 0], [ 0, 0, 0, 0, 0, 0, 0,-1], [ 0, 0, 1, 0, 0, 0, 1, 0], [ 0, 1, 0, 0, 0, 1, 0, 1], [ 0, 0, 0, 0, 1, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 1]]	((7, 3), (5, 1))	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0,-1, 0,-1, 0, 0], [-1, 0, 0, 0,-1, 0,-1, 0], [ 0, 0, 0, 0, 0, 0, 0,-1], [ 0, 0, 1, 0, 0, 0, 1, 0], [ 0, 0, 0, 0, 0, 1, 0, 1], [ 0, 0,-1, 0, 1, 0, 0, 0], [ 0, 1, 0, 1, 0, 1, 0, 1]]	1
True	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0,-1, 0,-1, 0, 0], [-1, 0, 0, 0, 0, 0,-1, 0], [ 0, 0, 0, 0, 0,-1, 0,-1], [ 0, 0, 1, 0, 0, 0, 1, 0], [ 0, 1, 0, 0, 0, 1, 0, 1], [ 0, 0, 0, 0, 1, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 1]]	((2, 4), (3, 5))	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0,-1, 0,-1, 0, 0], [-1, 0, 0, 0,-1, 0,-1, 0], [ 0, 0, 0, 0, 0, 0, 0,-1], [ 0, 0, 1, 0, 0, 0, 1, 0], [ 0, 1, 0, 0, 0, 1, 0, 1], [ 0, 0, 0, 0, 1, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 1]]	0
False	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0,-1, 0,-1, 0, 0], [-1, 0, 0, 0, 1, 0,-1, 0], [ 0, 0, 0, 0, 0, 0, 0,-1], [ 0, 0, 1, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 1], [ 0, 0, 0, 0, 1, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 1]]	((4, 6), (2, 4))	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0,-1, 0,-1, 0, 0], [-1, 0, 0, 0, 0, 0,-1, 0], [ 0, 0, 0, 0, 0,-1, 0,-1], [ 0, 0, 1, 0, 0, 0, 1, 0], [ 0, 1, 0, 0, 0, 1, 0, 1], [ 0, 0, 0, 0, 1, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 1]]	1
True	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0, 0, 0,-1, 0, 0], [-1, 0, 0, 0, 0, 0,-1, 0], [ 0, 0, 0, 0, 0,-1, 0,-1], [ 0, 0, 1, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 1], [ 0, 0, 0, 0, 1, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 1]]	((1, 3), (3, 5))	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0,-1, 0,-1, 0, 0], [-1, 0, 0, 0, 1, 0,-1, 0], [ 0, 0, 0, 0, 0, 0, 0,-1], [ 0, 0, 1, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 1], [ 0, 0, 0, 0, 1, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 1]]	-1
False	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0, 0, 0,-1, 0, 0], [-1, 0, 0, 0, 0, 0,-1, 0], [ 0, 1, 0, 0, 0,-1, 0,-1], [ 0, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 1], [ 0, 0, 0, 0, 1, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 1]]	((4, 2), (3, 1))	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0, 0, 0,-1, 0, 0], [-1, 0, 0, 0, 0, 0,-1, 0], [ 0, 0, 0, 0, 0,-1, 0,-1], [ 0, 0, 1, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 1], [ 0, 0, 0, 0, 1, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 1]]	0
True	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0, 0, 0,-1, 0, 0], [ 0, 0, 0, 0, 0, 0,-1, 0], [ 0, 0, 0, 0, 0,-1, 0,-1], [ 0, 0, 0, 0, 0, 0, 0, 0], [ 0, 0, 0, 0, 0, 1, 0, 1], [-1, 0, 0, 0, 1, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 1]]	((4, 2), (6, 0))	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0, 0, 0,-1, 0, 0], [ 0, 0, 0, 0, 0, 0,-1, 0], [ 0, 0, 0, 0, 0,-1, 0,-1], [ 0, 0,-1, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 1], [ 0, 0, 0, 0, 1, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 1]]	-1
True	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0, 0, 0,-1, 0, 0], [ 0, 0, 0, 0, 0, 0,-1, 0], [ 0, 0, 0, 0, 0,-1, 0,-1], [ 0, 0,-1, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 1], [ 0, 0, 0, 0, 1, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 1]]	((2, 0), (4, 2))	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0, 0, 0,-1, 0, 0], [-1, 0, 0, 0, 0, 0,-1, 0], [ 0, 1, 0, 0, 0,-1, 0,-1], [ 0, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 1], [ 0, 0, 0, 0, 1, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 1]]	-1
False	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0, 0, 0,-1, 0, 0], [ 0, 0, 0, 0, 0, 0,-1, 0], [ 0, 0, 0, 0, 0,-1, 0,-1], [ 0, 0, 0, 0, 1, 0, 0, 0], [ 0, 0, 0, 0, 0, 0, 0, 1], [-1, 0, 0, 0, 1, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 1]]	((5, 5), (4, 4))	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0, 0, 0,-1, 0, 0], [ 0, 0, 0, 0, 0, 0,-1, 0], [ 0, 0, 0, 0, 0,-1, 0,-1], [ 0, 0, 0, 0, 0, 0, 0, 0], [ 0, 0, 0, 0, 0, 1, 0, 1], [-1, 0, 0, 0, 1, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 1]]	0
True	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0, 0, 0,-1, 0, 0], [ 0, 0, 0, 0, 0, 0,-1, 0], [ 0, 0, 0, 0, 0, 0, 0,-1], [ 0, 0, 0, 0, 0, 0, 0, 0], [ 0, 0, 0,-1, 0, 0, 0, 1], [-1, 0, 0, 0, 1, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 1]]	((3, 5), (5, 3))	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0, 0, 0,-1, 0, 0], [ 0, 0, 0, 0, 0, 0,-1, 0], [ 0, 0, 0, 0, 0,-1, 0,-1], [ 0, 0, 0, 0, 1, 0, 0, 0], [ 0, 0, 0, 0, 0, 0, 0, 1], [-1, 0, 0, 0, 1, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 1]]	-1
False	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0, 0, 0,-1, 0, 0], [ 0, 0, 0, 0, 0, 0,-1, 0], [ 0, 0, 0, 0, 0, 0, 0,-1], [ 0, 0, 1, 0, 0, 0, 0, 0], [ 0, 0, 0, 0, 0, 0, 0, 1], [-1, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 1]]	((6, 4), (4, 2))	[[-1, 0,-1, 0, 0, 0,-1, 0], [ 0,-1, 0, 0, 0,-1, 0, 0], [ 0, 0, 0, 0, 0, 0,-1, 0], [ 0, 0, 0, 0, 0, 0, 0,-1], [ 0, 0, 0, 0, 0, 0, 0, 0], [ 0, 0, 0,-1, 0, 0, 0, 1], [-1, 0, 0, 0, 1, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 1]]	1
